model_snapshot,item_id,lower,point,upper,source
taxonomy-r3/claude-opus-4-8@2026-07-02,order_apodiformes,450.0,470.0,490.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-opus-4-8@2026-07-02,order_charadriiformes,350.0,390.0,420.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-opus-4-8@2026-07-02,order_columbiformes,320.0,350.0,380.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-opus-4-8@2026-07-02,order_falconiformes,60.0,66.0,75.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-opus-4-8@2026-07-02,order_galliformes,250.0,295.0,340.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-opus-4-8@2026-07-02,order_passeriformes,5800.0,6400.0,6800.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-opus-4-8@2026-07-02,order_piciformes,400.0,450.0,520.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-opus-4-8@2026-07-02,order_psittaciformes,370.0,398.0,430.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-opus-4-8@2026-07-02,order_sphenisciformes,17.0,18.0,20.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-opus-4-8@2026-07-02,order_strigiformes,200.0,250.0,270.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-opus-4-8@2026-07-02,pavo_phasianidae_genus,2.0,2.0,3.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-opus-4-8@2026-07-02,pitta_pittidae_genus,6.0,12.0,20.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-opus-4-8@2026-07-02,ramphastos_ramphastidae_genus,6.0,8.0,9.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-opus-4-8@2026-07-02,sarkidiornis_anatidae_genus,2.0,2.0,2.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-opus-4-8@2026-07-02,selenidera_ramphastidae_genus,6.0,6.0,7.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-opus-4-8@2026-07-02,synthliboramphus_alcidae_genus,4.0,5.0,6.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-opus-4-8@2026-07-02,urotriorchis_accipitridae_genus,1.0,1.0,1.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-opus-4-8@2026-07-02,xenoglaux_strigidae_genus,1.0,1.0,1.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,accipiter_accipitridae_genus,46.0,50.0,54.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,amazona_psittacidae_genus,28.0,32.0,36.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,anas_anatidae_genus,30.0,40.0,55.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,aptenodytes_spheniscidae_genus,2.0,2.0,2.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,archilochus_trochilidae_genus,2.0,2.0,3.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,bolborhynchus_psittacidae_genus,4.0,6.0,8.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,bubo_strigidae_genus,18.0,22.0,28.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,carpodacus_fringillidae_genus,20.0,27.0,35.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,chaetocercus_trochilidae_genus,4.0,5.0,7.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,claravis_columbidae_genus,2.0,3.0,4.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,columba_columbidae_genus,28.0,35.0,42.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,corvus_corvidae_genus,38.0,45.0,52.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,erythropitta_pittidae_genus,10.0,13.0,17.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,eudyptula_spheniscidae_genus,1.0,2.0,3.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,falco_falconidae_genus,35.0,40.0,45.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,family_accipitridae,230.0,255.0,280.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,family_alcidae,22.0,25.0,28.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,family_anatidae,145.0,174.0,195.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,family_columbidae,310.0,344.0,365.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,family_corvidae,120.0,135.0,145.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,family_falconidae,60.0,67.0,75.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,family_fringillidae,180.0,230.0,280.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,family_phasianidae,165.0,185.0,210.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,family_pittidae,38.0,42.0,48.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,family_psittacidae,320.0,370.0,420.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,family_ramphastidae,35.0,43.0,50.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,family_spheniscidae,17.0,18.0,20.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,family_strigidae,190.0,220.0,250.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,family_trochilidae,330.0,360.0,390.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,fratercula_alcidae_genus,3.0,3.0,4.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,fringilla_fringillidae_genus,3.0,4.0,6.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,ithaginis_phasianidae_genus,1.0,1.0,2.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,microhierax_falconidae_genus,4.0,5.0,6.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,nucifraga_corvidae_genus,2.0,3.0,4.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,order_accipitriformes,240.0,265.0,290.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,order_anseriformes,165.0,178.0,195.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,order_apodiformes,400.0,475.0,550.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,order_charadriiformes,320.0,380.0,420.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,order_columbiformes,310.0,344.0,380.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,order_falconiformes,60.0,67.0,75.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,order_galliformes,250.0,290.0,340.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,order_passeriformes,6000.0,6500.0,7000.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,order_piciformes,420.0,465.0,510.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,order_psittaciformes,350.0,398.0,450.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,order_sphenisciformes,17.0,18.0,20.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,order_strigiformes,220.0,250.0,280.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,pavo_phasianidae_genus,2.0,2.0,3.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,pitta_pittidae_genus,38.0,42.0,48.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,ramphastos_ramphastidae_genus,4.0,5.0,6.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,sarkidiornis_anatidae_genus,1.0,1.0,2.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,selenidera_ramphastidae_genus,5.0,6.0,7.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,synthliboramphus_alcidae_genus,3.0,4.0,5.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,urotriorchis_accipitridae_genus,1.0,1.0,1.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-5-20250929@2026-07-18,xenoglaux_strigidae_genus,1.0,1.0,2.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\sonnet45_anchor_baseline\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,accipiter_accipitridae_genus,48.0,52.0,58.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,amazona_psittacidae_genus,28.0,31.0,35.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,anas_anatidae_genus,14.0,18.0,26.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,aptenodytes_spheniscidae_genus,2.0,2.0,2.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,archilochus_trochilidae_genus,2.0,2.0,2.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,bolborhynchus_psittacidae_genus,4.0,5.0,7.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,bubo_strigidae_genus,18.0,20.0,23.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,carpodacus_fringillidae_genus,20.0,27.0,35.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,chaetocercus_trochilidae_genus,5.0,7.0,8.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,claravis_columbidae_genus,3.0,3.0,4.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,columba_columbidae_genus,33.0,36.0,40.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,corvus_corvidae_genus,40.0,45.0,50.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,erythropitta_pittidae_genus,9.0,11.0,13.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,eudyptula_spheniscidae_genus,2.0,2.0,3.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,falco_falconidae_genus,37.0,40.0,43.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,family_accipitridae,230.0,255.0,275.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,family_alcidae,22.0,23.0,25.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,family_anatidae,155.0,170.0,185.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,family_columbidae,330.0,350.0,380.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,family_corvidae,120.0,133.0,145.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,family_falconidae,60.0,66.0,72.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,family_fringillidae,220.0,240.0,270.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,family_phasianidae,170.0,185.0,200.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,family_pittidae,42.0,44.0,47.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,family_psittacidae,170.0,200.0,230.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,family_ramphastidae,45.0,50.0,57.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,family_spheniscidae,17.0,18.0,20.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,family_strigidae,220.0,240.0,260.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,family_trochilidae,330.0,360.0,390.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,fratercula_alcidae_genus,3.0,3.0,3.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,fringilla_fringillidae_genus,3.0,4.0,6.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,ithaginis_phasianidae_genus,1.0,1.0,1.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,microhierax_falconidae_genus,5.0,5.0,6.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,nucifraga_corvidae_genus,2.0,3.0,4.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,order_accipitriformes,225.0,255.0,285.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,order_anseriformes,155.0,170.0,185.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,order_apodiformes,480.0,520.0,560.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,order_charadriiformes,340.0,370.0,400.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,order_columbiformes,330.0,350.0,380.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,order_falconiformes,60.0,66.0,75.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,order_galliformes,280.0,310.0,340.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,order_passeriformes,6200.0,6500.0,6800.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,order_piciformes,390.0,440.0,480.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,order_psittaciformes,370.0,398.0,430.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,order_sphenisciformes,17.0,18.0,20.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,order_strigiformes,220.0,250.0,280.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,pavo_phasianidae_genus,2.0,2.0,3.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,pitta_pittidae_genus,30.0,33.0,38.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,ramphastos_ramphastidae_genus,9.0,10.0,12.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,sarkidiornis_anatidae_genus,2.0,2.0,2.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,selenidera_ramphastidae_genus,6.0,7.0,8.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,synthliboramphus_alcidae_genus,4.0,5.0,6.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,urotriorchis_accipitridae_genus,1.0,1.0,1.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-4-6@2026-07-02,xenoglaux_strigidae_genus,1.0,1.0,1.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,accipiter_accipitridae_genus,45.0,50.0,55.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,amazona_psittacidae_genus,30.0,35.0,38.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,anas_anatidae_genus,26.0,29.0,33.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,aptenodytes_spheniscidae_genus,2.0,2.0,2.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,archilochus_trochilidae_genus,2.0,2.0,2.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,bolborhynchus_psittacidae_genus,3.0,3.0,4.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,bubo_strigidae_genus,12.0,18.0,25.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,carpodacus_fringillidae_genus,20.0,26.0,32.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,chaetocercus_trochilidae_genus,5.0,6.0,7.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,claravis_columbidae_genus,1.0,1.0,2.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,columba_columbidae_genus,30.0,35.0,40.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,corvus_corvidae_genus,40.0,45.0,50.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,erythropitta_pittidae_genus,13.0,15.0,17.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
taxonomy-r3/claude-sonnet-5@2026-07-02,eudyptula_spheniscidae_genus,1.0,1.0,2.0,C:\Users\chaos\Projects\bird-taxonomy-evals\results\latest_inspect\by_prompt.csv
